"state","name","city","country","lat","lng","description","wndfinder_link","stat[]"
"true","Juno Kitebeach ","Juno Beach, Jupiter","Florida (USA)","26.905","","Beach is always nive a clean. Sand is soft, although some shells wash ashore after waves. The kiters at Kitebeach will assist anyone in a launch. Beaches can get crowded so caution must be used during launches and landings.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us520","[{:month=>1, :stat=>0}, {:month=>2, :stat=>0}, {:month=>3, :stat=>1}, {:month=>4, :stat=>1}, {:month=>5, :stat=>1}, {:month=>6, :stat=>1}, {:month=>7, :stat=>0}, {:month=>8, :stat=>0}, {:month=>9, :stat=>0}, {:month=>10, :stat=>0}, {:month=>11, :stat=>0}, {:month=>12, :stat=>1}]"
"true","Matecumbe Key ","Islamorada","Florida (USA)","24.8466","","Limestone clay beach with heavy tidal influence. Beach can widen or narrow by 5-10m on heavy tide. Large hammock/mangrove trees close to the water on high tide. At high tide almost no beach.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us16","[{:month=>1, :stat=>48}, {:month=>2, :stat=>48}, {:month=>3, :stat=>60}, {:month=>4, :stat=>58}, {:month=>5, :stat=>48}, {:month=>6, :stat=>32}, {:month=>7, :stat=>33}, {:month=>8, :stat=>29}, {:month=>9, :stat=>26}, {:month=>10, :stat=>56}, {:month=>11, :stat=>54}, {:month=>12, :stat=>51}]"
"true","Key West ","Key West","Florida (USA)","24.6165","","No beach. All water launch as it is 2-4 feet deep, and the turtle grass makes for soft landings.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us11","[{:month=>1, :stat=>38}, {:month=>2, :stat=>34}, {:month=>3, :stat=>44}, {:month=>4, :stat=>43}, {:month=>5, :stat=>35}, {:month=>6, :stat=>26}, {:month=>7, :stat=>18}, {:month=>8, :stat=>21}, {:month=>9, :stat=>18}, {:month=>10, :stat=>34}, {:month=>11, :stat=>39}, {:month=>12, :stat=>36}]"
"true","Ft","Miami","Florida (USA)","26.1149","","100 yard kitesurf corridor. This location is better for intermediate and upwind riders.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us4","[{:month=>1, :stat=>41}, {:month=>2, :stat=>38}, {:month=>3, :stat=>53}, {:month=>4, :stat=>51}, {:month=>5, :stat=>46}, {:month=>6, :stat=>37}, {:month=>7, :stat=>29}, {:month=>8, :stat=>33}, {:month=>9, :stat=>26}, {:month=>10, :stat=>42}, {:month=>11, :stat=>44}, {:month=>12, :stat=>41}]"
"true","Key West ","Key West","Florida (USA)","24.5523","","White sandy beach. Palm trees along the beach. Many sunbathers. All kiting is done at the Eastern end of Smathers Beach, where the power lines stop.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us11","[{:month=>1, :stat=>38}, {:month=>2, :stat=>34}, {:month=>3, :stat=>44}, {:month=>4, :stat=>43}, {:month=>5, :stat=>35}, {:month=>6, :stat=>26}, {:month=>7, :stat=>18}, {:month=>8, :stat=>21}, {:month=>9, :stat=>18}, {:month=>10, :stat=>34}, {:month=>11, :stat=>39}, {:month=>12, :stat=>36}]"
"true","Islamorada ","Islamorada","Florida (USA)","24.936","","Grassy area to rig your gear. Very limited space to launch and land with palm trees close by. Therefore walk out your lines in the shallow water and launch from there.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us519","[{:month=>1, :stat=>12}, {:month=>2, :stat=>7}, {:month=>3, :stat=>14}, {:month=>4, :stat=>13}, {:month=>5, :stat=>5}, {:month=>6, :stat=>2}, {:month=>7, :stat=>4}, {:month=>8, :stat=>2}, {:month=>9, :stat=>1}, {:month=>10, :stat=>4}, {:month=>11, :stat=>17}, {:month=>12, :stat=>16}]"
"true","Fort Desoto ","St. Petersburg","Florida (USA)","27.6357","","Grassy launch area and slightly muddy beach. Glistening 7 mile stretch of beach, spacious launch areas. Cars park next to the beach along the road.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us18","[{:month=>1, :stat=>36}, {:month=>2, :stat=>34}, {:month=>3, :stat=>36}, {:month=>4, :stat=>35}, {:month=>5, :stat=>28}, {:month=>6, :stat=>18}, {:month=>7, :stat=>12}, {:month=>8, :stat=>18}, {:month=>9, :stat=>31}, {:month=>10, :stat=>40}, {:month=>11, :stat=>40}, {:month=>12, :stat=>30}]"
"false","Tbilisi Lake ","Tbilisi","Georgia","","","","",""
"true","Saint Simons Island ","Saint Simons Island","Georgia (USA)","31.1448","","Beautiful white powdery sand to hard pack sand. No sharp shells or other objects. You can park at the old Coast Guard Station parking area and walk a few hundred yards North on the beach to this area.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us59","[{:month=>1, :stat=>17}, {:month=>2, :stat=>18}, {:month=>3, :stat=>22}, {:month=>4, :stat=>26}, {:month=>5, :stat=>25}, {:month=>6, :stat=>18}, {:month=>7, :stat=>13}, {:month=>8, :stat=>14}, {:month=>9, :stat=>22}, {:month=>10, :stat=>21}, {:month=>11, :stat=>21}, {:month=>12, :stat=>16}]"
"true","Tybee Island ","Tybee Island","Georgia (USA)","31.9869","","Sandy beach with lots of room.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us58","[{:month=>1, :stat=>32}, {:month=>2, :stat=>33}, {:month=>3, :stat=>34}, {:month=>4, :stat=>31}, {:month=>5, :stat=>28}, {:month=>6, :stat=>16}, {:month=>7, :stat=>12}, {:month=>8, :stat=>17}, {:month=>9, :stat=>30}, {:month=>10, :stat=>29}, {:month=>11, :stat=>31}, {:month=>12, :stat=>26}]"
"true","Tybee Island ","Tybee Island","Georgia (USA)","32.0252","","Nice sandy beach. Lots of space at low tide, gets small on high tide. Launch with enough distance to the jetty.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us58","[{:month=>1, :stat=>32}, {:month=>2, :stat=>33}, {:month=>3, :stat=>34}, {:month=>4, :stat=>31}, {:month=>5, :stat=>28}, {:month=>6, :stat=>16}, {:month=>7, :stat=>12}, {:month=>8, :stat=>17}, {:month=>9, :stat=>30}, {:month=>10, :stat=>29}, {:month=>11, :stat=>31}, {:month=>12, :stat=>26}]"
"true","Tybee Island ","Tybee Island","Georgia (USA)","32.0116","","Nice, sandy beach. Lots of space to launch and land. Uncrowded beach.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us58","[{:month=>1, :stat=>32}, {:month=>2, :stat=>33}, {:month=>3, :stat=>34}, {:month=>4, :stat=>31}, {:month=>5, :stat=>28}, {:month=>6, :stat=>16}, {:month=>7, :stat=>12}, {:month=>8, :stat=>17}, {:month=>9, :stat=>30}, {:month=>10, :stat=>29}, {:month=>11, :stat=>31}, {:month=>12, :stat=>26}]"
"true","Tybee Island ","Tybee Island","Georgia (USA)","32.0251","","Sandy beach with lots of space at low tide. Can be small on high tide. But uncrowded, rarely anyone around.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us58","[{:month=>1, :stat=>32}, {:month=>2, :stat=>33}, {:month=>3, :stat=>34}, {:month=>4, :stat=>31}, {:month=>5, :stat=>28}, {:month=>6, :stat=>16}, {:month=>7, :stat=>12}, {:month=>8, :stat=>17}, {:month=>9, :stat=>30}, {:month=>10, :stat=>29}, {:month=>11, :stat=>31}, {:month=>12, :stat=>26}]"
"true","Jekyll Island ","Brunswick","Georgia (USA)","31.0551","","Small beach at high tide. Plenty of room for safe launching otherwise.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us59","[{:month=>1, :stat=>17}, {:month=>2, :stat=>18}, {:month=>3, :stat=>22}, {:month=>4, :stat=>26}, {:month=>5, :stat=>25}, {:month=>6, :stat=>18}, {:month=>7, :stat=>13}, {:month=>8, :stat=>14}, {:month=>9, :stat=>22}, {:month=>10, :stat=>21}, {:month=>11, :stat=>21}, {:month=>12, :stat=>16}]"
"true","Lake Lanier ","Flowery Branch","Georgia (USA)","34.2287","","At weekends crowded with swimmers, so kitesurfing impossible.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us569","[{:month=>1, :stat=>23}, {:month=>2, :stat=>23}, {:month=>3, :stat=>22}, {:month=>4, :stat=>22}, {:month=>5, :stat=>14}, {:month=>6, :stat=>9}, {:month=>7, :stat=>7}, {:month=>8, :stat=>5}, {:month=>9, :stat=>6}, {:month=>10, :stat=>16}, {:month=>11, :stat=>18}, {:month=>12, :stat=>16}]"
"true","Maui ","Kahului","Hawaii (USA)","20.8977","","The best launch site has a point with riders launching one at a time. Rigging is under big trees and out of the wind and then you take your kite to the point with clean winds for launching. Launching off kitebeach can be tricky: ask the local riders for advice before launching to avoid causing potential danger to yourself and others.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=hi2","[{:month=>1, :stat=>46}, {:month=>2, :stat=>54}, {:month=>3, :stat=>57}, {:month=>4, :stat=>67}, {:month=>5, :stat=>64}, {:month=>6, :stat=>81}, {:month=>7, :stat=>77}, {:month=>8, :stat=>78}, {:month=>9, :stat=>72}, {:month=>10, :stat=>60}, {:month=>11, :stat=>59}, {:month=>12, :stat=>49}]"
"true","Oahu ","Kailua Town","Hawaii (USA)","21.3989","","Kailua is a bay which has a nice sandy beach that is enjoyed by many beach goers. The beach is lined by houses and often the beach is packed with people. Because of it's ideal design, many beginners come to Kailua. There have been many problems with kites in trees, yards, on people, etc. The Kailua Neighborhood Board is avidly trying to ban kiting at Kailua. We ask all visitors to be very safe and cautious when launching and landing, which must be done in the designated area at the very left of the beach park.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=hi4","[{:month=>1, :stat=>20}, {:month=>2, :stat=>23}, {:month=>3, :stat=>27}, {:month=>4, :stat=>26}, {:month=>5, :stat=>16}, {:month=>6, :stat=>19}, {:month=>7, :stat=>19}, {:month=>8, :stat=>16}, {:month=>9, :stat=>14}, {:month=>10, :stat=>16}, {:month=>11, :stat=>21}, {:month=>12, :stat=>21}]"
"true","Oahu ","Waimanalo","Hawaii (USA)","21.3999","","Launch is easy but down wind by Kaiua Beach Park or launch at Lanikai and do a downwinder. Space is not always enough for a rookie kiter.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=hi4","[{:month=>1, :stat=>20}, {:month=>2, :stat=>23}, {:month=>3, :stat=>27}, {:month=>4, :stat=>26}, {:month=>5, :stat=>16}, {:month=>6, :stat=>19}, {:month=>7, :stat=>19}, {:month=>8, :stat=>16}, {:month=>9, :stat=>14}, {:month=>10, :stat=>16}, {:month=>11, :stat=>21}, {:month=>12, :stat=>21}]"
"true","Maui ","Kahului","Hawaii (USA)","20.8975","","The beach itself is super nice, the State of Hawaii has control of the majority of the land so there is nothing around except for the big red shops across the street.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us466","[{:month=>1, :stat=>35}, {:month=>2, :stat=>41}, {:month=>3, :stat=>52}, {:month=>4, :stat=>58}, {:month=>5, :stat=>53}, {:month=>6, :stat=>67}, {:month=>7, :stat=>61}, {:month=>8, :stat=>62}, {:month=>9, :stat=>53}, {:month=>10, :stat=>47}, {:month=>11, :stat=>51}, {:month=>12, :stat=>37}]"
"true","Maui ","Kahului","Hawaii (USA)","20.9313","","Small sandy beach. Lots of rocks downwind. To access the water you need to walk over a sharp reef. Shoes are recommended.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=hi2","[{:month=>1, :stat=>46}, {:month=>2, :stat=>54}, {:month=>3, :stat=>57}, {:month=>4, :stat=>67}, {:month=>5, :stat=>64}, {:month=>6, :stat=>81}, {:month=>7, :stat=>77}, {:month=>8, :stat=>78}, {:month=>9, :stat=>72}, {:month=>10, :stat=>60}, {:month=>11, :stat=>59}, {:month=>12, :stat=>49}]"
"true","Maui ","Kahului","Hawaii (USA)","20.8995","","Many beginners here watch out for kiters that are out of control on this beach. Almost exclusively the domain of kiters, but sometimes onlookers bring their families. Do not hesitate to ask before launching. It takes certain techniques to ride here. It does get crowded, so know what you're doing.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=hi2","[{:month=>1, :stat=>46}, {:month=>2, :stat=>54}, {:month=>3, :stat=>57}, {:month=>4, :stat=>67}, {:month=>5, :stat=>64}, {:month=>6, :stat=>81}, {:month=>7, :stat=>77}, {:month=>8, :stat=>78}, {:month=>9, :stat=>72}, {:month=>10, :stat=>60}, {:month=>11, :stat=>59}, {:month=>12, :stat=>49}]"
"true","Oahu ","Haleiwa","Hawaii (USA)","21.5827","","Sand and grass. The size depends on the tide. Always lots of beach goers on the beach.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=hi9","[{:month=>1, :stat=>18}, {:month=>2, :stat=>18}, {:month=>3, :stat=>17}, {:month=>4, :stat=>14}, {:month=>5, :stat=>12}, {:month=>6, :stat=>13}, {:month=>7, :stat=>13}, {:month=>8, :stat=>12}, {:month=>9, :stat=>9}, {:month=>10, :stat=>9}, {:month=>11, :stat=>10}, {:month=>12, :stat=>14}]"
"false","Maui ","Waiholi","Hawaii (USA)","20.7532","","The beach is short, followed by 100m of `seashore grass` and golf course type grass.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=hi13","[{:month=>1, :stat=>99}, {:month=>2, :stat=>49}]"
"true","Kauai ","Wailua","Hawaii (USA)","22.0406","","Public access, next to a state park beach. No life guards on this area. 1000 meters long, with slight curve. Width: 20-50 meters of open sand, with trees coming to the edge of the sand. Kites accepted.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=hi7","[{:month=>1, :stat=>44}, {:month=>2, :stat=>49}, {:month=>3, :stat=>59}, {:month=>4, :stat=>66}, {:month=>5, :stat=>56}, {:month=>6, :stat=>74}, {:month=>7, :stat=>75}, {:month=>8, :stat=>73}, {:month=>9, :stat=>61}, {:month=>10, :stat=>56}, {:month=>11, :stat=>61}, {:month=>12, :stat=>52}]"
"true","Oahu ","Waikiki","Hawaii (USA)","21.2815","","Small narrow beach with rocky shoreline.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us468","[{:month=>1, :stat=>4}, {:month=>2, :stat=>5}, {:month=>3, :stat=>4}, {:month=>4, :stat=>2}, {:month=>5, :stat=>2}, {:month=>6, :stat=>2}, {:month=>7, :stat=>1}, {:month=>8, :stat=>2}, {:month=>9, :stat=>1}, {:month=>10, :stat=>1}, {:month=>11, :stat=>2}, {:month=>12, :stat=>2}]"
"true","Bear Lake ","St. Charles","Idaho (USA)","42.1175","","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us614","[{:month=>1, :stat=>22}, {:month=>2, :stat=>31}, {:month=>3, :stat=>46}, {:month=>4, :stat=>50}, {:month=>5, :stat=>42}, {:month=>6, :stat=>41}, {:month=>7, :stat=>26}, {:month=>8, :stat=>23}, {:month=>9, :stat=>28}, {:month=>10, :stat=>28}, {:month=>11, :stat=>35}, {:month=>12, :stat=>30}]"
"true","Lake Michigan ","Waukegan","Illinois (USA)","42.3676","","The widest beach in the area. It is very wide and long and a great kiting beach (sand too loose for land kiting unless it just rained). There is a little creek that you have to walk across to get to the beach but once you are there its worth it. The beach has a few people in the dead of summer but is never really crowded unless it is a holiday. And in the off season it is only kiters.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us278","[{:month=>1, :stat=>62}, {:month=>2, :stat=>59}, {:month=>3, :stat=>57}, {:month=>4, :stat=>64}, {:month=>5, :stat=>54}, {:month=>6, :stat=>45}, {:month=>7, :stat=>34}, {:month=>8, :stat=>31}, {:month=>9, :stat=>43}, {:month=>10, :stat=>53}, {:month=>11, :stat=>60}, {:month=>12, :stat=>59}]"
"true","Lake Michigan ","Chicago","Illinois (USA)","41.9678","","It is a fairly big beach length and width wise. The sandy beach has some broken glass so care should be taken for your gear and feet.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us277","[{:month=>1, :stat=>77}, {:month=>2, :stat=>74}, {:month=>3, :stat=>69}, {:month=>4, :stat=>73}, {:month=>5, :stat=>67}, {:month=>6, :stat=>58}, {:month=>7, :stat=>46}, {:month=>8, :stat=>47}, {:month=>9, :stat=>60}, {:month=>10, :stat=>72}, {:month=>11, :stat=>76}, {:month=>12, :stat=>77}]"
"true","Lake Michigan ","Zion","Illinois (USA)","42.4606","","Good big beach. Several miles long. Sharp grass after 100 ft. Stop kiting and walk upwind once you see the hotel since the beach gets real narrow up there and rocky.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us278","[{:month=>1, :stat=>62}, {:month=>2, :stat=>59}, {:month=>3, :stat=>57}, {:month=>4, :stat=>64}, {:month=>5, :stat=>54}, {:month=>6, :stat=>45}, {:month=>7, :stat=>34}, {:month=>8, :stat=>31}, {:month=>9, :stat=>43}, {:month=>10, :stat=>53}, {:month=>11, :stat=>60}, {:month=>12, :stat=>59}]"
"true","Lake Michigan ","Michigan City","Indiana (USA)","41.7294","","Big beach with a lot of space. Nice sand without shells or anything else. Crowded in summer on the main beach, but you will find a place at the end of the parking lot.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us288","[{:month=>1, :stat=>61}, {:month=>2, :stat=>61}, {:month=>3, :stat=>60}, {:month=>4, :stat=>61}, {:month=>5, :stat=>51}, {:month=>6, :stat=>43}, {:month=>7, :stat=>30}, {:month=>8, :stat=>35}, {:month=>9, :stat=>41}, {:month=>10, :stat=>62}, {:month=>11, :stat=>64}, {:month=>12, :stat=>63}]"
"true","Lake Michigan ","Gary","Indiana (USA)","41.6207","","Huge beach with a lot of space. Nice sand without shells or anything else. Maybe crowded in summer on the main beach, but you will find a place at the end of the parking lot.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us287","[{:month=>1, :stat=>65}, {:month=>2, :stat=>54}, {:month=>3, :stat=>55}, {:month=>4, :stat=>57}, {:month=>5, :stat=>49}, {:month=>6, :stat=>36}, {:month=>7, :stat=>28}, {:month=>8, :stat=>29}, {:month=>9, :stat=>37}, {:month=>10, :stat=>59}, {:month=>11, :stat=>60}, {:month=>12, :stat=>60}]"
"true","Lake Michigan ","Michigan City","Indiana (USA)","41.7338","","Beautiful deep beach with 400' boardwalk directly out on the beach. Great sand, clean, no rocks, great dune grass, tons of space to launch and land.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us288","[{:month=>1, :stat=>61}, {:month=>2, :stat=>61}, {:month=>3, :stat=>60}, {:month=>4, :stat=>61}, {:month=>5, :stat=>51}, {:month=>6, :stat=>43}, {:month=>7, :stat=>30}, {:month=>8, :stat=>35}, {:month=>9, :stat=>41}, {:month=>10, :stat=>62}, {:month=>11, :stat=>64}, {:month=>12, :stat=>63}]"
"false","Clear Lake ","Clear Lake","Iowa (USA)","43.1184","","Small launch, best is to walk into the water.","",""
"false","Clear Lake ","Clear Lake","Iowa (USA)","43.111044","","Small launch, best is to walk into the water.","",""
"false","Clear Lake ","Clear Lake","Iowa (USA)","43.140447","","No beach,walk into the shallow water to launch.","",""
"false","Cheney Reservoir ","Cheney","Kansas (USA)","37.7464","","Sand, small pebbles, grass and camping. M.M. Point is the best all around spot, has a new beach and a great cove to catch you if you get sucked down wind.","",""
"true","Lake Clinton ","Lawrence","Kansas (USA)","38.9279","","Rocky launch with grassy area. Jagged rocks, small area in general, no down wind area. Not for beginners.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us595","[{:month=>1, :stat=>11}, {:month=>2, :stat=>14}, {:month=>3, :stat=>32}, {:month=>4, :stat=>28}, {:month=>5, :stat=>15}, {:month=>6, :stat=>13}, {:month=>7, :stat=>7}, {:month=>8, :stat=>4}, {:month=>9, :stat=>8}, {:month=>10, :stat=>11}, {:month=>11, :stat=>16}, {:month=>12, :stat=>19}]"
"true","Lake Clinton ","Lawrence","Kansas (USA)","38.9165","","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us595","[{:month=>1, :stat=>11}, {:month=>2, :stat=>14}, {:month=>3, :stat=>32}, {:month=>4, :stat=>28}, {:month=>5, :stat=>15}, {:month=>6, :stat=>13}, {:month=>7, :stat=>7}, {:month=>8, :stat=>4}, {:month=>9, :stat=>8}, {:month=>10, :stat=>11}, {:month=>11, :stat=>16}, {:month=>12, :stat=>19}]"
"false","Wilson Lake ","Wolf Creek, Dorrance, Lucas","Kansas (USA)","38.9281","","Nice grassy rigging area with ample parking on the Lucas Point area.","",""
"true","El Dorado Lake ","El Dorado","Kansas (USA)","37.8639","","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us595","[{:month=>1, :stat=>11}, {:month=>2, :stat=>14}, {:month=>3, :stat=>32}, {:month=>4, :stat=>28}, {:month=>5, :stat=>15}, {:month=>6, :stat=>13}, {:month=>7, :stat=>7}, {:month=>8, :stat=>4}, {:month=>9, :stat=>8}, {:month=>10, :stat=>11}, {:month=>11, :stat=>16}, {:month=>12, :stat=>19}]"
"false","Wilson Lake ","Wilson","Kansas (USA)","38.9206","","","",""
"false","Horse Thief Reservoir ","Dodge City, Jetmore","Kansas (USA)","38.0614","","","",""
"false","Cheney Lake ","Wichita","Kansas (USA)","37.7399","","","",""
"true","Milford Lake ","Junction City, Milford","Kansas (USA)","39.1689","","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us596","[{:month=>1, :stat=>2}, {:month=>2, :stat=>1}, {:month=>3, :stat=>2}, {:month=>4, :stat=>2}, {:month=>5, :stat=>1}, {:month=>6, :stat=>1}, {:month=>7, :stat=>1}, {:month=>8, :stat=>1}, {:month=>9, :stat=>1}, {:month=>10, :stat=>2}, {:month=>11, :stat=>2}, {:month=>12, :stat=>2}]"
"true","Perry Lake ","Lawrence, Perry","Kansas (USA)","39.1256","","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us596","[{:month=>1, :stat=>2}, {:month=>2, :stat=>1}, {:month=>3, :stat=>2}, {:month=>4, :stat=>2}, {:month=>5, :stat=>1}, {:month=>6, :stat=>1}, {:month=>7, :stat=>1}, {:month=>8, :stat=>1}, {:month=>9, :stat=>1}, {:month=>10, :stat=>2}, {:month=>11, :stat=>2}, {:month=>12, :stat=>2}]"
"true","Lake Pontchartrain ","New Orleans","Louisiana (USA)","30.0332","","Look out for old pilings and concrete.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us76","[{:month=>1, :stat=>40}, {:month=>2, :stat=>41}, {:month=>3, :stat=>42}, {:month=>4, :stat=>49}, {:month=>5, :stat=>36}, {:month=>6, :stat=>23}, {:month=>7, :stat=>20}, {:month=>8, :stat=>22}, {:month=>9, :stat=>26}, {:month=>10, :stat=>34}, {:month=>11, :stat=>36}, {:month=>12, :stat=>38}]"
"true","Cypremort Point Beach ","Lydia, Cypremort","Louisiana (USA)","29.7401","","Man made beach in State Park. Beach launch with lgrassy/sandy area for rigging.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us80","[{:month=>1, :stat=>56}, {:month=>2, :stat=>53}, {:month=>3, :stat=>50}, {:month=>4, :stat=>60}, {:month=>5, :stat=>45}, {:month=>6, :stat=>23}, {:month=>7, :stat=>17}, {:month=>8, :stat=>22}, {:month=>9, :stat=>33}, {:month=>10, :stat=>42}, {:month=>11, :stat=>49}, {:month=>12, :stat=>54}]"
"true","Lake Pontchartrain ","Metaire","Louisiana (USA)","30.0293","","No beach. Kitesurf lines can be set up on a grassy park. To enter and exit water you need booties to walk down boat ramp or over rocks.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us504","[{:month=>1, :stat=>24}, {:month=>2, :stat=>24}, {:month=>3, :stat=>18}, {:month=>4, :stat=>20}, {:month=>5, :stat=>12}, {:month=>6, :stat=>8}, {:month=>7, :stat=>6}, {:month=>8, :stat=>10}, {:month=>9, :stat=>17}, {:month=>10, :stat=>25}, {:month=>11, :stat=>27}, {:month=>12, :stat=>24}]"
"true","Lake Pontchartrain ","New Orleans","Louisiana (USA)","30.0221","","Walk out in the water as far as possible before you startriding. Avoid riding near shore due to underwater hazards.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us504","[{:month=>1, :stat=>24}, {:month=>2, :stat=>24}, {:month=>3, :stat=>18}, {:month=>4, :stat=>20}, {:month=>5, :stat=>12}, {:month=>6, :stat=>8}, {:month=>7, :stat=>6}, {:month=>8, :stat=>10}, {:month=>9, :stat=>17}, {:month=>10, :stat=>25}, {:month=>11, :stat=>27}, {:month=>12, :stat=>24}]"
"true","Port Fourchon ","Golden Meadow","Louisiana (USA)","29.1098","","Big sandy beach with lots of space.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us502","[{:month=>1, :stat=>57}, {:month=>2, :stat=>44}, {:month=>3, :stat=>28}, {:month=>4, :stat=>30}, {:month=>5, :stat=>23}, {:month=>6, :stat=>37}, {:month=>7, :stat=>17}, {:month=>8, :stat=>16}, {:month=>9, :stat=>23}, {:month=>10, :stat=>41}, {:month=>11, :stat=>50}, {:month=>12, :stat=>40}]"
"true","Grand Isle ","Grand Isle","Louisiana (USA)","29.2031","","Long, but not really wide, sandy beach.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us502","[{:month=>1, :stat=>57}, {:month=>2, :stat=>44}, {:month=>3, :stat=>28}, {:month=>4, :stat=>30}, {:month=>5, :stat=>23}, {:month=>6, :stat=>37}, {:month=>7, :stat=>17}, {:month=>8, :stat=>16}, {:month=>9, :stat=>23}, {:month=>10, :stat=>41}, {:month=>11, :stat=>50}, {:month=>12, :stat=>40}]"
"true","Lake Pontchartrain ","Mandeville","Louisiana (USA)","30.3357","","Small, sandy beach in a national park. Packed on warm weekends and during holidays. Don't take any risks. If the beach is packed, go the east end of the park and rig and launch here, away from the crowds.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us86","[{:month=>1, :stat=>36}, {:month=>2, :stat=>46}, {:month=>3, :stat=>44}, {:month=>4, :stat=>55}, {:month=>5, :stat=>36}, {:month=>6, :stat=>26}, {:month=>7, :stat=>21}, {:month=>8, :stat=>14}, {:month=>9, :stat=>20}, {:month=>10, :stat=>29}, {:month=>11, :stat=>31}, {:month=>12, :stat=>35}]"
"true","Lake Pontchartrain ","Mandeville","Louisiana (USA)","30.349","","The beach is mainly grass and only 200x200 ft. You should walk out into the water to launch your kite. A boat ramp is just next to it.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us86","[{:month=>1, :stat=>36}, {:month=>2, :stat=>46}, {:month=>3, :stat=>44}, {:month=>4, :stat=>55}, {:month=>5, :stat=>36}, {:month=>6, :stat=>26}, {:month=>7, :stat=>21}, {:month=>8, :stat=>14}, {:month=>9, :stat=>20}, {:month=>10, :stat=>29}, {:month=>11, :stat=>31}, {:month=>12, :stat=>35}]"
"true","Lake Pontchartrain ","Madisonville","Louisiana (USA)","30.3788","","200 yards long sand bar at the river mouth of the Tchfuncte River in the very north of the lake. Many boaters during warm weekends, then don't launch kites.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=us86","[{:month=>1, :stat=>36}, {:month=>2, :stat=>46}, {:month=>3, :stat=>44}, {:month=>4, :stat=>55}, {:month=>5, :stat=>36}, {:month=>6, :stat=>26}, {:month=>7, :stat=>21}, {:month=>8, :stat=>14}, {:month=>9, :stat=>20}, {:month=>10, :stat=>29}, {:month=>11, :stat=>31}, {:month=>12, :stat=>35}]"
